GOterm,term,Pvalue,NoGOsize,cluster,entrez
328,GO:0050818,regulation of coagulation,3.49e-04,20;88,C_1_GSE62232,2160;7057;5156;7056;5345;4846;2243;2147;2161;3848;3818;6915;10332;18;5340;5329;55576;114897;7099;286133
329,GO:0010769,regulation of cell morphogenesis involved in differentiation,3.65e-04,43;253,C_1_GSE62232,80005;55604;23105;2633;4070;5604;6387;3897;10090;577;2243;4804;5979;8997;3037;4803;2045;7143;4974;3397;816;1826;10611;23111;7074;5789;8153;4916;10716;11141;23566;4825;4915;51393;4131;80031;23363;1600;9037;120892;57689;91584;1002
330,GO:0070542,response to fatty acid,3.72e-04,12;40,C_1_GSE62232,5743;10891;847;3155;5444;445;51141;1374;3651;55022;5166;9971
331,GO:0000904,cell morphogenesis involved in differentiation,3.80e-04,87;609,C_1_GSE62232,84570;8633;126755;654429;80005;55604;23105;3398;2633;4070;5604;558;1969;9638;6387;1952;3897;4929;1949;10090;3798;577;2243;4804;5979;8997;9355;9211;288;3037;7010;22865;4803;2045;5457;7143;4974;8013;3397;10979;9378;816;2534;658;2047;7080;1826;367;10611;23111;4684;815;7074;5789;8153;4916;25987;10716;51266;11141;23566;4825;4915;26084;51393;59277;8828;4131;80031;23363;1600;152330;9037;120892;494470;170302;107;84189;57689;219527;84168;91584;4147;10160;4838;1002;842
332,GO:0005975,carbohydrate metabolic process,3.83e-04,78;534,C_1_GSE62232,32;79660;23387;64399;130752;10891;283209;9611;6513;217;3487;6652;5236;3481;6515;2308;5106;2591;178;5507;2027;229;2819;10020;9945;3569;8864;4886;5502;10993;5443;5745;3037;6517;56548;2646;3953;5260;11181;80168;6622;863;5105;2805;3479;2203;1390;3486;27232;2642;1374;9104;3651;10402;6526;10690;57134;7021;5161;2998;51422;51181;23417;1486;55753;27087;57733;114897;129807;84649;5166;55276;55526;414328;84620;388581;3356;26007
333,GO:1904018,positive regulation of vasculature development,3.86e-04,27;136,C_1_GSE62232,5743;694;7057;1958;2626;4846;1491;7010;3579;6915;5740;23576;1893;306;3082;2627;729;388;5587;51129;2658;6423;116844;9037;147372;51666;4838
334,GO:0032940,secretion by cell,3.89e-04,122;909,C_1_GSE62232,130399;6571;143425;27165;2572;64788;7057;6513;4860;929;6422;6385;2633;3481;558;5106;379;6387;4129;5217;1080;5345;1230;6348;283;101;3569;3556;8864;185;1675;22915;2243;5443;6283;2294;1393;6861;3598;552;3700;8431;114548;774;9173;2917;5020;2260;6622;8013;4887;2740;2912;4544;151;1893;306;18;3479;4824;90865;9378;3082;5340;7036;5023;2642;1374;3651;8913;5600;815;7074;8622;6505;5267;23086;7018;5473;7021;6694;5008;27163;213;22999;2778;27445;4644;55240;55664;25837;55512;11141;114897;2693;4825;4160;4915;1191;64285;408;6860;57393;7099;6506;320;111;5099;6926;120892;55366;192683;8676;64805;140679;84106;94122;388581;260434;9971;3356;5170
335,GO:1902578,single-organism localization,4.06e-04,332;2825,C_1_GSE62232,23704;130399;32;23210;137735;170850;6571;84879;246213;245973;7439;9711;3788;1579;5743;143425;6777;64081;55089;81573;6546;2220;348980;480;27165;2572;388591;24;30818;64788;9611;7057;6513;3725;2273;10765;4860;929;2180;4651;6422;6385;2633;3481;6256;6515;558;5106;6279;11309;1969;6653;920;379;6387;360;1756;8504;3039;4129;5138;1036;1910;482;3047;3931;8321;6770;10351;8406;5217;1080;5345;1230;6348;283;101;3569;3556;8864;51308;185;1675;5617;6947;22915;2243;5443;2147;11001;8631;8685;4804;6283;8547;2294;3777;1393;6539;8997;6861;3598;383;1071;3780;552;3700;5444;28234;288;8431;1259;3037;6517;8809;6523;4908;344;3045;173;2646;337;364;189;3579;114548;3768;4796;339;774;6540;6554;6580;8856;9153;3953;4153;319;10786;6579;6453;6425;9173;2917;9154;5020;4018;6542;4593;2260;6622;10877;8013;4887;2740;5764;2912;4544;151;10060;1312;7095;3043;123;10979;760;1893;306;3507;5104;23345;18;3479;8542;4824;23169;9429;90865;9378;3082;5340;3263;20;2534;3769;7036;7498;5023;8529;2642;1374;4928;7525;3651;825;3755;8913;148;5600;367;375790;6526;815;7074;8622;1723;6505;80765;3752;5267;23086;7018;5473;4927;6441;7021;6694;5008;27163;213;1759;10440;51422;63982;5322;1739;22999;6642;6347;23428;2778;27445;10297;3493;4644;5587;114885;55240;56892;64284;30845;55022;9388;2055;55664;55244;25837;3773;8645;844;55512;10998;28968;117247;56606;29881;3781;9227;11141;80704;114897;1133;2693;4825;30814;3355;4160;3778;51151;4915;1191;64285;408;6423;6860;55600;57393;114880;89822;22953;51305;116519;7099;80832;80333;6506;4131;361;284439;286410;285195;65083;320;111;3500;5099;1740;9037;6926;120892;83394;9481;55366;3736;54207;85413;84466;287;3760;113235;54716;192683;8676;4336;64805;1317;3753;374868;4838;3772;7098;140679;7037;84106;94122;140732;388581;260434;9971;3356;5170;9899
336,GO:0016101,diterpenoid metabolic process,4.08e-04,20;89,C_1_GSE62232,24;6385;5947;6770;6715;1543;1592;6010;344;337;7276;8228;5959;375790;64577;9227;127;84649;285440;83875
337,GO:0072593,reactive oxygen species metabolic process,4.10e-04,39;224,C_1_GSE62232,6571;5743;27165;5547;7057;847;2308;1647;3039;4129;2643;2644;316;3569;185;4846;1543;2147;337;445;1544;6542;6622;5740;23576;3043;2053;7498;9104;4613;5446;6441;55022;23408;1191;7099;5166;120892;83875
338,GO:0042537,benzene-containing compound metabolic process,4.10e-04,8;20,C_1_GSE62232,1571;169355;8942;6770;8564;6999;6716;51166
339,GO:0042060,wound healing,4.26e-04,75;511,C_1_GSE62232,90102;5890;55604;2160;5547;7057;1634;6385;558;6279;5156;5577;7056;3047;2027;9620;7033;5345;3569;3484;2626;4488;4846;22915;2243;2147;2161;3848;6431;7480;3818;3045;2815;2158;6915;3441;10332;8858;3444;3449;151;3043;7980;5104;18;3479;5340;2627;2534;5023;8529;825;5329;388;7032;2778;56034;30845;58189;23414;9630;55576;54566;11093;51266;114897;408;22953;116519;7099;3680;286133;130120;64805;5170
340,GO:0006563,L-serine metabolic process,4.29e-04,5;8,C_1_GSE62232,875;26227;10993;6470;29968
341,GO:0006570,tyrosine metabolic process,4.29e-04,5;8,C_1_GSE62232,6898;7299;3081;1638;2954
342,GO:1903522,regulation of blood circulation,4.38e-04,47;286,C_1_GSE62232,29119;5743;6546;80005;480;388591;30818;5142;1756;482;2775;4092;1573;8864;185;5348;2626;4846;2243;3777;154;552;1621;3768;774;6915;5020;778;2740;151;10060;6336;2053;5023;8913;148;6505;3752;30845;844;23493;4159;80333;153;287;3753;3356
343,GO:0045765,regulation of angiogenesis,4.50e-04,37;210,C_1_GSE62232,5743;694;7057;1634;6422;1969;23166;3569;2626;4846;577;4804;3848;7010;3579;6915;5740;5764;3397;23576;1893;306;3082;2627;729;388;6347;5587;23554;51129;2658;6423;116844;9037;147372;60675;4838
344,GO:0043408,regulation of MAPK cascade,4.52e-04,91;646,C_1_GSE62232,9064;649;9611;1843;7057;3725;3487;6422;2633;3481;5604;2308;5187;5156;1969;6653;1647;7164;1902;6351;10912;4982;7039;5345;1230;6348;2357;101;3569;6358;653;2690;2243;10178;4804;6283;154;57447;7010;4908;4803;2045;2911;4616;2260;5470;151;3397;1847;3479;3082;3486;7498;6368;2047;148;5600;367;7074;4916;5008;11221;5322;1739;6347;7477;56034;57161;64762;9464;23566;114897;2658;59340;4915;408;84231;6423;51384;7099;54206;120892;9290;60675;6899;4838;285016;7098;5314;168667;3356
345,GO:0002933,lipid hydroxylation,4.58e-04,4;5,C_1_GSE62232,1543;1576;1558;1577
346,GO:0034354,'de novo' NAD biosynthetic process from tryptophan,4.58e-04,4;5,C_1_GSE62232,8942;8564;23498;130013
347,GO:0043435,response to corticotropin-releasing hormone,4.58e-04,4;5,C_1_GSE62232,3164;4929;8013;1395
348,GO:0046874,quinolinate metabolic process,4.58e-04,4;5,C_1_GSE62232,8942;8564;23498;130013
349,GO:0071376,cellular response to corticotropin-releasing hormone stimulus,4.58e-04,4;5,C_1_GSE62232,3164;4929;8013;1395
350,GO:1901523,icosanoid catabolic process,4.58e-04,4;5,C_1_GSE62232,1579;4051;66002;8529
351,GO:1901569,fatty acid derivative catabolic process,4.58e-04,4;5,C_1_GSE62232,1579;4051;66002;8529
352,GO:0007584,response to nutrient,4.59e-04,31;166,C_1_GSE62232,5743;7299;6546;847;2180;6422;3155;920;360;8942;6770;4255;4982;590;2626;1543;383;445;6915;10400;5764;429;2642;3651;249;6347;6569;9388;57817;6423;9971
353,GO:0043410,positive regulation of MAPK cascade,4.64e-04,69;463,C_1_GSE62232,9064;7057;3725;3487;3481;5604;5156;1647;7164;1902;6351;10912;4982;7039;5345;1230;6348;2357;101;3569;6358;2690;2243;10178;4804;6283;154;7010;4908;4803;2911;4616;2260;151;1847;3479;3082;3486;7498;6368;148;5600;367;7074;4916;5008;5322;6347;7477;56034;57161;64762;9464;23566;114897;4915;408;84231;51384;7099;120892;9290;60675;6899;4838;285016;7098;168667;3356
354,GO:0030204,chondroitin sulfate metabolic process,4.79e-04,12;41,C_1_GSE62232,633;1634;1463;56548;23169;29940;27087;133584;92126;50859;3423;63827
355,GO:0048511,rhythmic process,4.88e-04,49;303,C_1_GSE62232,25819;6777;10891;9611;8553;3725;10765;3398;1958;558;5187;5156;687;4783;3727;6770;6715;3131;22809;283;3569;2099;8864;4846;4804;3037;9099;15;4887;5764;4544;3397;1390;658;1374;7080;4916;1406;10135;4159;4915;9510;8945;408;3400;55366;107;60675;10495
356,GO:0043207,response to external biotic stimulus,4.92e-04,103;750,C_1_GSE62232,245909;282616;245938;114771;25819;5743;255520;2220;10891;2920;3725;7538;929;1634;2633;558;5106;6279;1969;920;6387;5142;3727;7056;4129;6351;23166;2643;1910;8061;4360;6770;4982;1667;6348;283;3569;671;4846;2243;1543;5650;912;4804;6283;8547;383;5199;6406;5732;114548;445;339;944;4153;8993;6915;1544;6622;11126;3441;3444;5105;3449;10060;1312;2353;306;3507;90865;2534;5600;5473;6441;11221;249;6347;3662;3493;57088;59307;51316;51191;55576;11093;57817;1191;25818;55600;56832;7099;3500;245936;342979;130120;117285;104;7098;842;5272;114770;9971;26007
357,GO:0051707,response to other organism,4.92e-04,103;750,C_1_GSE62232,245909;282616;245938;114771;25819;5743;255520;2220;10891;2920;3725;7538;929;1634;2633;558;5106;6279;1969;920;6387;5142;3727;7056;4129;6351;23166;2643;1910;8061;4360;6770;4982;1667;6348;283;3569;671;4846;2243;1543;5650;912;4804;6283;8547;383;5199;6406;5732;114548;445;339;944;4153;8993;6915;1544;6622;11126;3441;3444;5105;3449;10060;1312;2353;306;3507;90865;2534;5600;5473;6441;11221;249;6347;3662;3493;57088;59307;51316;51191;55576;11093;57817;1191;25818;55600;56832;7099;3500;245936;342979;130120;117285;104;7098;842;5272;114770;9971;26007
358,GO:0007158,neuron cell-cell adhesion,4.99e-04,7;16,C_1_GSE62232,5979;7143;9378;460;57502;152330;4685
359,GO:0050655,dermatan sulfate proteoglycan metabolic process,4.99e-04,7;16,C_1_GSE62232,633;1634;10090;1463;29940;92126;63827
360,GO:0051924,regulation of calcium ion transport,5.11e-04,34;189,C_1_GSE62232,7439;5743;6546;920;6387;5142;1756;6351;2775;1230;6348;4846;2147;6406;774;6622;816;5023;9104;825;815;6347;4644;5587;29763;30845;844;79026;23566;51393;22953;287;64805;5170
361,GO:0055078,sodium ion homeostasis,5.16e-04,13;47,C_1_GSE62232,1579;6546;480;1910;482;185;552;66002;5020;1312;8529;7021;4159
362,GO:0030166,proteoglycan biosynthetic process,5.33e-04,15;59,C_1_GSE62232,633;1634;10090;1463;56548;3479;23169;658;29940;27087;9348;9953;92126;266722;63827
363,GO:1901616,organic hydroxy compound catabolic process,5.33e-04,14;53,C_1_GSE62232,51302;1579;221;217;6652;4129;222;1621;4051;66002;6718;1312;8529;127
364,GO:0048639,positive regulation of developmental growth,5.36e-04,29;153,C_1_GSE62232,32;6777;10409;6387;3897;7049;2690;7472;2260;3479;2627;9362;825;1826;375790;8153;4916;22999;23493;23414;57817;23566;2693;51393;6860;4131;9037;170302;1002
365,GO:0006069,ethanol oxidation,5.37e-04,6;12,C_1_GSE62232,217;126;130;124;125;127
366,GO:0006107,oxaloacetate metabolic process,5.37e-04,6;12,C_1_GSE62232,6777;130752;5106;2690;5105;2805
367,GO:0001649,osteoblast differentiation,5.41e-04,35;197,C_1_GSE62232,25819;7171;847;3398;6422;1969;3727;8321;6348;3569;4488;5745;7480;7481;3397;9902;3479;3082;3486;658;1052;249;2194;2778;7477;5587;9464;2658;64093;6423;55363;51741;3400;55366;221044
368,GO:1901699,cellular response to nitrogen compound,5.48e-04,77;532,C_1_GSE62232,245973;5743;6777;22849;6546;348980;10891;1979;9611;1958;6422;3164;3481;5604;2308;8835;26;5577;5142;5138;6770;4929;6715;2819;1080;3569;2099;3484;185;5617;2690;4804;1393;383;7480;9021;6517;445;339;15;6622;8013;5105;2740;2805;3397;688;760;2534;2642;1395;375790;815;6347;4644;6569;56034;55022;59340;1154;1133;2693;4825;4915;54206;5166;111;23514;120892;2788;107;64805;3753;7098;388581;9971;5170
369,GO:0018958,phenol-containing compound metabolic process,5.54e-04,20;91,C_1_GSE62232,7299;1652;6817;4129;2643;6770;4929;6715;1638;5053;1621;6799;6622;1312;18;6818;4644;9464;51151;389434
370,GO:0006633,fatty acid biosynthetic process,5.56e-04,26;132,C_1_GSE62232,32;5743;10613;2687;6296;33;552;344;337;5740;51141;5354;9104;11343;6309;84869;51422;5322;2194;4644;23417;10826;59344;116519;5166;9444
371,GO:0006813,potassium ion transport,5.69e-04,36;205,C_1_GSE62232,23704;170850;3788;348980;480;388591;30818;2273;482;4846;3777;3780;288;1259;3768;10060;3769;3755;3752;1739;3773;8645;3781;3778;89822;51305;80333;285195;3736;54207;287;3760;64805;3753;3772;3356
372,GO:0048667,cell morphogenesis involved in neuron differentiation,5.74e-04,71;483,C_1_GSE62232,84570;8633;126755;654429;23105;3398;5604;9638;6387;1952;3897;4929;1949;10090;3798;577;4804;5979;8997;9355;9211;288;22865;4803;2045;5457;7143;4974;8013;3397;9378;816;2534;658;2047;7080;1826;10611;23111;4684;815;7074;5789;8153;4916;25987;10716;11141;23566;4825;4915;51393;59277;8828;4131;80031;23363;1600;152330;9037;120892;494470;170302;107;84189;57689;219527;91584;4147;10160;1002
373,GO:0009636,response to toxic substance,5.96e-04,35;198,C_1_GSE62232,6571;5743;847;10765;3039;4129;6351;2643;4501;6770;6715;4255;6348;4846;1543;383;5444;337;10249;57165;445;1572;3043;2353;2053;2954;9104;5446;213;23428;64359;11093;54996;11185;389434
374,GO:0003205,cardiac chamber development,5.99e-04,29;154,C_1_GSE62232,3398;6256;8321;7049;4092;653;2626;4488;7472;2294;7010;7481;5457;4607;4887;10370;4091;2627;23493;23414;9464;9510;6423;27031;129446;8543;6926;287;6899
375,GO:0071548,response to dexamethasone,6.00e-04,10;31,C_1_GSE62232,2308;5106;6770;6715;3569;383;445;6347;54206;842
376,GO:0045087,innate immune response,6.11e-04,102;746,C_1_GSE62232,245909;282616;245938;114771;6777;8876;2220;1958;929;2633;558;6279;730;6351;2643;8942;4360;6770;11326;1667;6348;283;101;2099;3556;1675;6358;2243;2161;912;8685;6283;8547;3848;731;9021;5199;5648;660;735;337;732;10747;114548;445;4153;8993;3824;6622;3441;10332;3444;4210;3449;3507;8542;816;3263;2534;729;6368;7525;3811;4261;715;4502;30849;4684;815;6441;11221;6347;3662;3493;5587;51279;51191;23569;55359;11093;59067;1191;8945;56832;27177;7099;361;3500;245936;5686;55366;130120;117285;104;7098;5272;114770;260434;9971;1378;26007;5170
377,GO:0007586,digestion,6.11e-04,28;147,C_1_GSE62232,51302;64081;4588;10891;64788;9414;7033;2028;7433;1504;6523;337;6718;80168;5020;5222;7032;9388;29881;23615;57817;1133;2693;116519;7099;170302;113235;48
378,GO:1901617,organic hydroxy compound biosynthetic process,6.50e-04,30;162,C_1_GSE62232,7299;10449;10613;1652;2643;23541;6770;3158;4929;1080;1638;653;5053;5745;1576;1621;337;6622;5105;2805;51141;6309;51422;4644;29881;9464;10826;29968;51151;116519
379,GO:0007154,cell communication,6.55e-04,616;5578,C_1_GSE62232,283375;11318;130399;282616;23210;9064;59350;137735;165082;114771;135644;84873;122042;6571;259287;220441;153020;2849;122876;875;245973;29119;118442;55816;5923;5743;143425;9938;6777;64081;22849;26027;8633;151242;974;160897;64399;9455;6546;729993;5337;8876;84913;4050;3681;2070;80005;84270;23263;401124;142685;23105;26188;282775;26219;138804;2572;388591;221336;649;24;10891;2893;2920;5547;30818;23266;1979;9611;1843;7057;6513;633;847;6009;3725;3487;7538;1958;929;1634;2180;4651;10449;6422;6385;9414;4061;7102;2633;4070;3164;3481;6256;10613;5604;558;2308;5106;5187;6279;10144;5156;23362;8835;2591;1969;6653;920;26;379;6387;5577;5142;1647;4680;7164;4065;1756;7056;1952;1902;6351;10912;5138;23166;5783;1910;482;4501;8061;4360;8321;9620;6770;4929;6715;7049;2775;4092;2028;6943;4982;8406;1263;5217;7039;7433;1949;1667;1080;2568;27239;5345;1230;50649;6348;2357;283;101;3569;2099;3556;7957;8864;3484;3798;185;6358;653;590;4886;5617;5502;2707;2690;2626;8418;4488;2395;4846;978;577;7472;2243;2674;5443;10178;2147;8631;8685;4804;6283;3977;5979;5745;2294;3777;1393;6539;8997;1491;8786;4163;6861;154;3598;7480;3780;552;6000;9211;9021;288;8431;1259;1592;1621;57447;6010;660;9229;3641;8809;5732;7010;4908;7481;4803;10633;2045;10990;6716;5457;189;7143;9970;3579;8852;57165;114548;4058;2015;774;9398;6540;8856;944;3953;2911;6453;10566;8993;9420;10803;6425;9173;2917;6915;4616;5020;4593;29760;5992;3824;2260;6622;11126;23544;7783;3441;8013;2104;10332;81696;5740;10235;3444;9248;1827;778;4887;5105;2740;5764;5470;3449;2912;4544;2797;26538;151;10060;6336;2805;1312;23710;3397;7095;23576;2353;10979;9902;760;8613;10370;1893;3507;1847;18;3479;51141;6818;2203;4824;90865;4091;9378;816;3082;1390;429;2627;3263;7348;3486;2534;5354;7036;9628;7498;5023;9362;166647;9590;658;6368;2642;10555;1374;9104;2047;2358;2213;7525;3651;825;7080;11343;27130;8532;11027;8913;9103;23766;148;5600;1395;10982;6457;367;3811;83942;4261;5329;388;4502;375790;9052;23111;390;30849;4684;57211;815;7074;8622;5789;8153;3622;6505;26033;10123;4916;5473;7021;7032;2248;5008;27163;213;1759;51422;26648;11221;9077;26108;2558;3483;5322;1739;22999;6347;5137;3662;2778;27445;10297;4586;3493;10824;55811;4644;7073;7477;5587;10135;9547;50861;25987;56892;26499;56034;59307;64284;10894;54829;55022;57161;23554;64762;64359;54923;25837;844;79412;55512;23493;29992;79698;9427;53829;55359;9630;11093;23615;79930;51554;64922;10164;9464;51266;23418;51348;11141;64388;23566;114897;50940;2658;59340;27141;1154;59067;55507;442194;1133;2693;2895;4825;8822;50837;4159;3355;4160;57406;54869;4915;84619;57502;1191;1040;26084;9510;25818;8945;59344;64285;64093;53832;408;84231;6423;59277;6860;140;51741;57393;2103;51384;11280;22953;56832;27177;9068;7099;84803;54206;5166;6506;64651;8828;27031;57600;3696;80031;5802;142678;1272;3680;1840;285704;202018;320;111;84870;158326;91614;1600;57569;80309;3500;53833;116844;2977;115330;154810;1740;814;58473;152330;54756;153;132014;9037;6926;120892;147372;9031;202374;27115;494470;5686;53637;55366;3736;55890;341640;342979;199920;54207;130120;9290;2788;107;57689;57732;341019;287;79092;60675;90167;166824;54716;84168;283160;91584;113026;50859;8676;64805;57545;55997;6899;84676;80014;51666;10160;4838;285016;6655;7098;57053;151742;842;140679;11167;116337;23322;124857;5314;84106;168667;94122;5141;283629;114770;388581;56853;260434;9971;5597;3356;1378;26007;5170
380,GO:0007268,chemical synaptic transmission,6.64e-04,81;569,C_1_GSE62232,6571;5923;5743;143425;22849;729993;2572;2893;1979;6770;5217;7433;3798;590;3777;1393;6539;8997;6861;3780;9211;1621;9229;7143;774;6540;2911;2917;5020;6622;4887;5764;2912;4544;26538;760;18;9378;816;5354;5023;9362;8913;148;4684;815;5789;6505;27163;1759;2558;1739;22999;6347;27445;4644;23566;59340;1133;2895;3355;57406;4915;57502;6860;22953;6506;5802;320;1740;152330;120892;27115;3736;54716;8676;57053;140679;94122;56853;3356
381,GO:0098916,anterograde trans-synaptic signaling,6.64e-04,81;569,C_1_GSE62232,6571;5923;5743;143425;22849;729993;2572;2893;1979;6770;5217;7433;3798;590;3777;1393;6539;8997;6861;3780;9211;1621;9229;7143;774;6540;2911;2917;5020;6622;4887;5764;2912;4544;26538;760;18;9378;816;5354;5023;9362;8913;148;4684;815;5789;6505;27163;1759;2558;1739;22999;6347;27445;4644;23566;59340;1133;2895;3355;57406;4915;57502;6860;22953;6506;5802;320;1740;152330;120892;27115;3736;54716;8676;57053;140679;94122;56853;3356
382,GO:0099536,synaptic signaling,6.64e-04,81;569,C_1_GSE62232,6571;5923;5743;143425;22849;729993;2572;2893;1979;6770;5217;7433;3798;590;3777;1393;6539;8997;6861;3780;9211;1621;9229;7143;774;6540;2911;2917;5020;6622;4887;5764;2912;4544;26538;760;18;9378;816;5354;5023;9362;8913;148;4684;815;5789;6505;27163;1759;2558;1739;22999;6347;27445;4644;23566;59340;1133;2895;3355;57406;4915;57502;6860;22953;6506;5802;320;1740;152330;120892;27115;3736;54716;8676;57053;140679;94122;56853;3356
383,GO:0099537,trans-synaptic signaling,6.64e-04,81;569,C_1_GSE62232,6571;5923;5743;143425;22849;729993;2572;2893;1979;6770;5217;7433;3798;590;3777;1393;6539;8997;6861;3780;9211;1621;9229;7143;774;6540;2911;2917;5020;6622;4887;5764;2912;4544;26538;760;18;9378;816;5354;5023;9362;8913;148;4684;815;5789;6505;27163;1759;2558;1739;22999;6347;27445;4644;23566;59340;1133;2895;3355;57406;4915;57502;6860;22953;6506;5802;320;1740;152330;120892;27115;3736;54716;8676;57053;140679;94122;56853;3356
